,location,total_sqft,bath,price,bhk
642,32.Fattehpur,1680.0,3.0,120.0,3
643,32.Fattehpur,980.0,2.0,69.0,2
644,32.Fattehpur,1180.0,2.0,72.0,2
648,32.Fattehpur,1400.0,3.0,115.0,3
649,32.Fattehpur,1270.0,2.0,83.0,2
651,32.Fattehpur,2503.0,4.0,188.0,4
652,32.Fattehpur,2200.0,3.0,190.0,3
655,32.Fattehpur,1575.0,2.0,110.0,3
656,32.Fattehpur,1850.0,3.0,140.0,3
657,32.Fattehpur,1575.0,2.0,120.0,3
658,32.Fattehpur,1850.0,3.0,150.0,3
659,32.Fattehpur,1680.0,3.0,120.0,3
660,32.Fattehpur,1175.0,2.0,82.5,2
663,32.Fattehpur,1215.0,2.0,90.0,2
664,32.Fattehpur,1050.0,2.0,75.0,2
665,32.Fattehpur,1300.0,3.0,89.13,3
666,32.Fattehpur,1130.0,2.0,73.0,2
667,32.Fattehpur,1450.0,3.0,100.0,3
669,32.Fattehpur,1050.0,2.0,50.0,2
670,32.Fattehpur,1275.0,2.0,87.0,2
672,32.Fattehpur,1650.0,3.0,110.0,3
673,32.Fattehpur,850.0,2.0,42.0,2
674,32.Fattehpur,1680.0,3.0,117.0,3
675,32.Fattehpur,1850.0,3.0,150.0,3
676,32.Fattehpur,1236.0,2.0,61.33,2
677,32.Fattehpur,1000.0,2.0,53.0,2
678,32.Fattehpur,1680.0,3.0,125.0,3
679,32.Fattehpur,1675.0,2.0,135.0,3
680,32.Fattehpur,1187.0,2.0,59.0,2
681,32.Fattehpur,1850.0,3.0,155.0,3
682,32.Fattehpur,1000.0,2.0,61.0,2
683,32.Fattehpur,1460.0,2.0,100.0,3
684,32.Fattehpur,1650.0,3.0,110.0,3
685,32.Fattehpur,1200.0,2.0,62.5,2
686,32.Fattehpur,1000.0,2.0,70.65,2
687,32.Fattehpur,1080.0,2.0,75.0,2
689,32.Fattehpur,1680.0,3.0,125.0,3
690,32.Fattehpur,1460.0,2.0,97.0,3
691,32.Fattehpur,1120.0,2.0,65.0,2
692,32.Fattehpur,1100.0,3.0,60.0,2
693,32.Fattehpur,1790.0,3.0,120.0,3
694,32.Fattehpur,1680.0,3.0,117.0,3
695,32.Fattehpur,1050.0,2.0,77.0,2
696,32.Fattehpur,1050.0,2.0,75.0,2
697,32.Fattehpur,1040.0,2.0,75.0,2
698,32.Fattehpur,1400.0,2.0,95.0,3
699,32.Fattehpur,1800.0,3.0,130.0,3
700,32.Fattehpur,1050.0,2.0,68.0,2
701,32.Fattehpur,1000.0,2.0,60.0,2
702,32.Fattehpur,1680.0,3.0,125.0,3
703,32.Fattehpur,1050.0,2.0,77.47,2
704,32.Fattehpur,1270.0,2.0,80.0,2
706,32.Fattehpur,1680.0,3.0,122.0,3
707,32.Fattehpur,1130.0,2.0,85.0,2
708,32.Fattehpur,1680.0,3.0,130.0,3
709,32.Fattehpur,980.0,2.0,77.44,2
710,32.Fattehpur,1680.0,3.0,112.0,3
712,32.Fattehpur,2095.0,3.0,150.0,3
713,32.Fattehpur,1976.0,3.0,145.0,3
714,32.Fattehpur,1600.0,2.0,110.0,3
715,32.Fattehpur,1765.0,3.0,118.0,3
716,32.Fattehpur,1275.0,2.0,88.0,3
717,32.Fattehpur,1450.0,2.0,102.0,3
718,32.Fattehpur,1575.0,2.0,110.0,3
720,32.Fattehpur,750.0,1.0,47.0,1
721,32.Fattehpur,990.0,2.0,50.0,2
722,32.Fattehpur,1000.0,1.0,60.0,1
724,32.Fattehpur,1430.0,2.0,102.0,3
725,32.Fattehpur,1128.0,2.0,60.0,2
726,32.Fattehpur,1140.0,2.0,57.0,2
727,32.Fattehpur,1420.0,3.0,90.0,3
728,32.Fattehpur,1530.0,2.0,108.0,2
731,33.Raibarrely,1036.0,2.0,105.0,2
732,33.Raibarrely,2600.0,4.0,260.0,4
733,33.Raibarrely,1600.0,2.0,160.0,3
734,33.Raibarrely,1560.0,2.0,145.0,2
736,33.Raibarrely,1800.0,3.0,195.0,3
737,33.Raibarrely,1100.0,2.0,93.0,2
739,33.Raibarrely,1050.0,2.0,103.0,2
742,33.Raibarrely,1180.0,2.0,124.0,2
744,33.Raibarrely,1200.0,2.0,120.0,2
746,33.Raibarrely,2453.0,3.0,250.0,4
747,34.Sitapur,4500.0,5.0,415.0,5
748,34.Sitapur,1865.0,3.0,145.0,3
749,34.Sitapur,1200.0,2.0,90.0,2
750,34.Sitapur,2400.0,4.0,310.0,5
751,34.Sitapur,1200.0,2.0,80.0,2
752,34.Sitapur,900.0,2.0,60.0,2
753,34.Sitapur,1900.0,3.0,150.0,3
754,34.Sitapur,1200.0,2.0,85.0,2
755,34.Sitapur,1200.0,2.0,70.0,2
756,35.Baharaich,1200.0,2.0,65.0,2
757,35.Baharaich,1779.0,3.0,89.61,3
758,35.Baharaich,1300.0,2.0,50.0,2
759,35.Baharaich,1945.0,3.0,97.42,3
760,35.Baharaich,1777.0,3.0,100.0,3
761,35.Baharaich,1135.0,2.0,43.0,2
762,35.Baharaich,1276.0,2.0,45.0,2
763,35.Baharaich,1880.0,3.0,94.36,3
764,35.Baharaich,1071.0,2.0,62.0,2
765,35.Baharaich,1165.0,2.0,43.0,2
766,35.Baharaich,1636.0,2.0,82.89,2
767,35.Baharaich,1779.0,3.0,90.0,3
769,35.Baharaich,1090.0,2.0,38.37,2
770,35.Baharaich,2082.0,3.0,104.0,3
771,35.Baharaich,2024.0,3.0,103.0,3
772,35.Baharaich,1097.0,2.0,49.0,2
774,36.Jaunpur,1419.0,2.0,59.0,3
775,36.Jaunpur,1580.0,3.0,75.0,3
776,36.Jaunpur,1559.0,3.0,63.0,3
777,36.Jaunpur,1445.0,2.0,47.1,3
778,36.Jaunpur,1475.0,2.0,74.0,3
779,36.Jaunpur,3500.0,4.0,185.0,3
780,36.Jaunpur,1100.0,2.0,55.0,2
781,36.Jaunpur,1306.0,2.0,65.0,2
782,36.Jaunpur,1304.0,3.0,65.0,3
783,36.Jaunpur,1411.0,2.0,60.0,3
784,36.Jaunpur,815.0,2.0,40.0,2
785,36.Jaunpur,1443.0,2.0,70.0,3
786,36.Jaunpur Road,1200.0,2.0,44.0,2
787,36.Jaunpur Road,1200.0,2.0,46.8,2
788,36.Jaunpur Road,1160.0,2.0,44.0,2
789,36.Jaunpur Road,1584.0,3.0,65.0,3
791,36.Jaunpur Road,1615.0,3.0,59.76,3
792,36.Jaunpur Road,1200.0,2.0,43.2,2
793,36.Jaunpur Road,1160.0,2.0,44.08,2
794,36.Jaunpur Road,1200.0,2.0,45.0,2
795,36.Jaunpur Road,1615.0,3.0,60.0,3
796,36.Jaunpur Road,1410.0,2.0,53.0,3
797,36.Jaunpur Road,1200.0,2.0,37.8,2
798,36.Jaunpur Road,1160.0,2.0,40.59,2
799,36.Jaunpur Road,1260.0,2.0,46.62,2
800,36.Jaunpur Road,1600.0,3.0,58.14,3
802,36.Jaunpur Road,1500.0,2.0,70.0,3
803,36.Jaunpur Road,1160.0,2.0,42.0,2
804,36.Jaunpur Road,1240.0,2.0,39.06,2
805,36.Jaunpur Road,1200.0,2.0,45.0,2
806,36.Jaunpur Road,1500.0,2.0,55.0,3
807,36.Jaunpur Road,1410.0,2.0,52.17,3
809,36.Jaunpur Road,1583.0,3.0,74.4,3
810,36.Jaunpur Road,1170.0,2.0,46.0,2
811,36.Jaunpur Road,1160.0,2.0,42.92,2
812,36.Jaunpur Road,1410.0,2.0,52.17,3
814,36.Jaunpur Road,1565.0,2.0,59.76,3
815,36.Jaunpur Road,1160.0,2.0,42.0,2
817,36.Jaunpur Road,1410.0,2.0,53.58,3
818,36.Jaunpur Road,1200.0,2.0,45.0,2
819,36.Jaunpur Road,1200.0,2.0,42.6,2
820,36.Jaunpur Road,1160.0,2.0,42.0,2
821,36.Jaunpur Road,1334.0,2.0,42.69,2
822,36.Jaunpur Road,1565.0,2.0,57.91,3
823,36.Jaunpur Road,1200.0,2.0,45.6,2
824,36.Jaunpur Road,1215.0,2.0,43.13,2
825,36.Jaunpur Road,1160.0,2.0,36.54,2
827,36.Jaunpur Road,1200.0,2.0,44.4,2
829,36.Jaunpur Road,1260.0,2.0,39.69,2
830,36.Jaunpur Road,2464.5,6.0,118.0,4
831,36.Jaunpur Road,1160.0,2.0,44.0,2
833,36.Jaunpur Road,952.0,2.0,42.0,2
836,36.Jaunpur Road,1200.0,2.0,42.0,2
837,36.Jaunpur Road,1240.0,2.0,45.88,2
838,36.Jaunpur Road,1200.0,3.0,50.0,3
840,36.Jaunpur Road,1200.0,2.0,44.0,2
842,36.Jaunpur Road,1100.0,2.0,42.6,2
843,36.Jaunpur Road,1565.0,2.0,57.91,3
844,36.Jaunpur Road,1200.0,2.0,44.4,2
845,36.Jaunpur Road,1160.0,2.0,36.54,2
846,36.Jaunpur Road,1215.0,2.0,43.75,2
847,36.Jaunpur Road,1200.0,2.0,44.73,2
848,36.Jaunpur Road,1160.0,2.0,42.0,2
849,36.Jaunpur Road,1410.0,2.0,54.99,3
850,38.Unnao,1767.0,3.0,103.0,3
851,38.Unnao,1205.0,2.0,66.0,2
852,38.Unnao,1250.0,2.0,76.0,2
853,38.Unnao,1000.0,2.0,50.0,2
854,38.Unnao,1281.0,2.0,74.0,2
855,38.Unnao,921.0,2.0,40.0,2
857,38.Unnao,1490.0,2.0,98.0,3
859,38.Unnao,2039.0,3.0,168.0,3
860,38.Unnao,1605.0,3.0,85.0,3
861,38.Unnao,1692.0,3.0,88.0,3
862,38.Unnao,1220.0,2.0,60.0,2
863,38.Unnao,1299.0,2.0,82.0,2
864,38.Unnao,900.0,2.0,56.0,2
865,38.Unnao,1350.0,2.0,79.0,2
866,38.Unnao,1286.0,2.0,57.0,2
867,38.Unnao,3016.0,4.0,230.0,4
868,38.Unnao,1457.0,2.0,85.0,2
869,38.Unnao,1195.0,2.0,51.0,2
870,38.Unnao,1050.0,2.0,72.0,2
871,38.Unnao,3600.0,4.0,260.0,4
872,38.Unnao,1310.0,2.0,72.0,2
873,38.Unnao,924.0,2.0,35.11,2
874,38.Unnao,1785.0,3.0,118.0,3
875,38.Unnao,1051.0,2.0,60.0,2
877,38.Unnao,1060.0,2.0,65.0,2
878,38.Unnao,1100.0,2.0,62.0,2
879,38.Unnao,1550.0,2.0,59.0,2
880,38.Unnao,924.0,2.0,35.11,2
882,38.Unnao,1685.0,3.0,100.0,3
883,38.Unnao,982.0,2.0,55.0,2
884,38.Unnao,981.0,2.0,37.28,2
885,38.Unnao,1205.0,2.0,59.0,2
886,38.Unnao,1063.0,2.0,58.0,2
887,38.Unnao,1201.0,2.0,59.99,2
888,38.Unnao,1325.0,2.0,65.0,2
889,38.Unnao,1281.0,2.0,87.0,2
891,38.Unnao,1200.0,2.0,52.0,2
892,38.Unnao,1785.0,3.0,120.0,3
893,38.Unnao,1088.0,2.0,48.0,2
894,38.Unnao,1310.0,2.0,85.0,2
895,38.Unnao,982.0,2.0,37.28,2
896,38.Unnao,1465.0,3.0,90.0,2
897,38.Unnao,1767.0,3.0,109.0,3
898,38.Unnao,924.0,2.0,35.11,2
899,38.Unnao,3600.0,4.0,245.0,4
900,38.Unnao,1170.0,2.0,46.79,2
901,38.Unnao,1150.0,2.0,69.44,2
902,38.Unnao,1200.0,2.0,45.0,2
904,38.Unnao,1410.0,3.0,92.0,2
905,38.Unnao,950.0,2.0,35.0,2
906,38.Unnao,1015.0,2.0,60.0,2
908,38.Unnao,1685.0,3.0,101.0,3
909,38.Unnao,1735.0,3.0,105.0,3
910,38.Unnao,1685.0,3.0,115.0,3
911,38.Unnao,1846.0,3.0,135.0,3
912,38.Unnao,1049.0,2.0,51.0,2
914,38.Unnao,1211.0,2.0,63.0,2
915,38.Unnao,1717.0,3.0,110.0,3
917,38.Unnao,1185.0,2.0,47.39,2
918,38.Unnao,1200.0,2.0,62.0,2
922,38.Unnao,1251.0,2.0,47.0,2
924,38.Unnao,960.0,2.0,48.0,2
925,38.Unnao,1690.0,2.0,116.0,3
926,38.Unnao,950.0,1.0,40.0,1
927,38.Unnao,850.0,2.0,45.0,2
928,38.Unnao,1454.0,2.0,90.0,2
930,38.Unnao,1195.0,2.0,52.0,2
931,38.Unnao,1435.0,2.0,115.0,3
933,38.Unnao,1260.0,2.0,83.5,2
934,38.Unnao,1535.0,3.0,90.0,3
935,38.Unnao,1047.0,2.0,75.0,2
936,38.Unnao,1096.0,2.0,40.0,2
937,38.Unnao,1262.0,2.0,47.0,2
938,39.Lakhimpur Khiri,3200.0,4.0,350.0,3
939,39.Lakhimpur Khiri,4460.0,5.0,650.0,4
940,39.Lakhimpur Khiri,2850.0,4.0,470.0,3
941,39.Lakhimpur Khiri,1300.0,2.0,120.0,2
942,39.Lakhimpur Khiri,1567.0,3.0,140.0,2
943,39.Lakhimpur Khiri,3633.0,6.0,550.0,4
944,39.Lakhimpur Khiri,1688.12,2.0,270.0,2
945,39.Lakhimpur Khiri,1805.0,3.0,280.0,3
946,39.Lakhimpur Khiri,1688.0,2.0,280.0,2
948,4.Agra,1875.0,3.0,167.0,3
949,4.Agra,1500.0,5.0,85.0,5
950,4.Agra,2065.0,4.0,210.0,3
952,4.Agra,2059.0,3.0,225.0,3
953,4.Agra,1394.0,2.0,100.0,2
954,4.Agra,1077.0,2.0,93.0,2
955,4.Agra,1566.0,2.0,180.0,2
956,4.Agra,840.0,2.0,50.0,1
957,4.Agra,1590.0,3.0,131.0,3
958,4.Agra,2180.0,3.0,210.0,3
959,4.Agra,1180.0,2.0,88.5,2
960,4.Agra,1200.0,2.0,86.0,2
961,4.Agra,1394.0,2.0,85.0,2
962,4.Agra,2077.0,3.0,175.0,3
964,4.Agra,1205.0,2.0,85.0,2
966,4.Agra,900.0,2.0,75.0,2
967,40.Hathras,1322.0,2.0,68.0,2
968,40.Hathras,1351.0,2.0,70.0,2
969,40.Hathras,1384.0,2.0,59.0,2
970,40.Hathras,1351.0,2.0,74.0,2
971,40.Hathras,1432.0,2.0,68.0,2
973,40.Hathras,1349.0,2.0,56.7,2
974,40.Hathras,1328.0,2.0,69.0,2
975,40.Hathras,1300.0,2.0,55.86,2
976,41.Pilibhit,1670.0,3.0,99.0,3
979,41.Pilibhit,1444.0,2.0,75.97,2
980,41.Pilibhit,1447.0,2.0,75.97,2
981,41.Pilibhit,1700.0,3.0,126.0,3
982,41.Pilibhit,1447.0,2.0,75.97,2
987,41.Pilibhit,1760.0,3.0,127.0,3
989,41.Pilibhit,1447.0,2.0,75.97,2
990,41.Pilibhit,1949.0,3.0,129.0,3
991,41.Pilibhit,1760.0,3.0,128.0,3
992,41.Pilibhit,1447.0,2.0,75.97,2
993,41.Pilibhit,2439.0,4.0,185.0,4
997,41.Pilibhit,1444.0,2.0,75.97,2
998,41.Pilibhit,1205.0,2.0,64.47,2
999,41.Pilibhit,1447.0,2.0,75.97,2
1000,41.Pilibhit,2439.0,5.0,170.0,4
1002,41.Pilibhit,1205.0,2.0,68.32,2
1003,41.Pilibhit,1260.0,2.0,69.9,2
1004,41.Pilibhit,2439.0,4.0,170.0,4
1005,41.Pilibhit,1707.0,3.0,115.0,3
1007,41.Pilibhit,970.0,2.0,52.5,2
1009,41.Pilibhit,1277.0,2.0,79.89,2
1011,41.Pilibhit,1703.0,3.0,120.0,3
1013,42.Barabanki,1125.0,2.0,62.0,2
1015,42.Barabanki,1090.0,2.0,52.0,2
1016,42.Barabanki,1112.0,2.0,62.0,2
1017,42.Barabanki,2400.0,3.0,150.0,3
1018,42.Barabanki,2968.0,3.0,225.0,3
1019,42.Barabanki,950.0,2.0,58.11,2
1020,42.Barabanki,1360.0,2.0,110.0,2
1021,42.Barabanki,1125.0,2.0,65.0,2
1022,42.Barabanki,950.0,2.0,56.0,2
1024,42.Barabanki,1805.0,3.0,134.0,3
1025,43.Bulandasahar,1755.0,3.0,122.0,3
1026,43.Bulandasahar,665.0,1.0,50.75,1
1027,43.Bulandasahar,2465.0,5.0,234.0,3
1029,43.Bulandasahar,1245.0,2.0,86.28,2
1030,43.Bulandasahar,660.0,1.0,54.0,1
1031,43.Bulandasahar,665.0,1.0,46.08,1
1032,43.Bulandasahar,660.0,1.0,62.0,1
1033,43.Bulandasahar,1365.0,2.0,122.0,2
1034,43.Bulandasahar,2940.0,6.0,280.0,4
1035,43.Bulandasahar,1795.0,3.0,139.0,3
1036,43.Bulandasahar,1740.0,3.0,150.0,3
1037,43.Bulandasahar,1970.0,3.0,164.0,3
1038,43.Bulandasahar,1516.0,3.0,147.0,3
1039,44.Gonda,1180.0,3.0,48.0,3
1041,44.Gonda,1075.0,2.0,46.0,3
1044,44.Gonda,1075.0,2.0,45.0,3
1046,44.Gonda,845.0,2.0,33.0,2
1047,44.Gonda,1075.0,2.0,45.0,3
1048,44.Gonda,845.0,2.0,37.0,2
1051,44.Gonda,845.0,2.0,29.0,2
1052,44.Gonda,1075.0,2.0,47.0,3
1053,44.Gonda,850.0,1.0,32.0,2
1054,44.Gonda,1075.0,2.0,50.0,3
1055,44.Gonda,1075.0,2.0,52.0,3
1056,44.Gonda,1180.0,2.0,46.0,3
1057,44.Gonda,1075.0,2.0,42.0,3
1058,44.Gonda,845.0,2.0,37.0,2
1059,44.Gonda,1075.0,2.0,43.0,3
1060,44.Gonda,700.0,1.0,32.0,2
1061,44.Gonda,1075.0,2.0,52.0,3
1062,44.Gonda,1075.0,2.0,50.0,3
1064,44.Gonda,845.0,2.0,33.0,2
1065,44.Gonda,945.0,2.0,33.0,2
1066,44.Gonda,845.0,2.0,30.0,2
1069,44.Gonda,1075.0,2.0,43.0,3
1070,44.Gonda,1080.0,2.0,45.0,3
1071,44.Gonda,1180.0,2.0,55.5,3
1072,44.Gonda,1075.0,2.0,47.0,3
1073,44.Gonda,1075.0,2.0,48.0,3
1075,44.Gonda,1075.0,2.0,45.0,3
1076,44.Gonda,1075.0,2.0,44.0,3
1077,44.Gonda,850.0,2.0,27.0,2
1078,44.Gonda,1075.0,2.0,42.0,3
1079,44.Gonda,845.0,2.0,32.0,2
1081,44.Gonda,845.0,2.0,34.0,2
1082,45.Mainpuri,3000.0,8.0,140.0,8
1083,45.Mainpuri,520.0,1.0,19.5,1
1084,45.Mainpuri,515.0,1.0,25.0,1
1085,45.Mainpuri,1090.0,3.0,44.0,2
1088,45.Mainpuri,1850.0,3.0,90.0,3
1089,45.Mainpuri,910.0,2.0,45.0,2
1090,45.Mainpuri,1050.0,2.0,46.0,2
1091,45.Mainpuri,1100.0,1.0,55.0,2
1093,45.Mainpuri,1350.0,2.0,72.0,2
1094,45.Mainpuri,2100.0,4.0,85.0,4
1095,45.Mainpuri,1307.0,2.0,50.0,2
1096,45.Mainpuri,1091.0,2.0,40.0,2
1097,45.Mainpuri,1160.0,2.0,53.0,2
1098,45.Mainpuri,1050.0,2.0,54.0,2
1099,46.Lalitpur,1260.0,3.0,49.36,3
1100,46.Lalitpur,1200.0,3.0,46.0,3
1101,46.Lalitpur,1035.0,2.0,41.0,2
1102,46.Lalitpur,1035.0,2.0,41.73,2
1103,46.Lalitpur,1034.0,2.0,40.0,2
1104,46.Lalitpur,877.0,2.0,30.0,2
1105,46.Lalitpur,920.0,2.0,37.46,2
1106,46.Lalitpur,1035.0,2.0,41.43,2
1107,46.Lalitpur,1295.0,2.0,50.28,3
1109,46.Lalitpur,1015.0,2.0,40.0,2
1110,46.Lalitpur,1000.0,2.0,35.0,2
1111,46.Lalitpur,955.0,2.0,35.28,2
1112,46.Lalitpur,1005.0,2.0,39.77,2
1113,46.Lalitpur,1014.0,2.0,35.0,2
1114,46.Lalitpur,1020.0,2.0,40.89,2
1115,46.Lalitpur,920.0,2.0,37.2,2
1116,46.Lalitpur,800.0,1.0,32.0,2
1117,46.Lalitpur,1280.0,3.0,50.0,3
1118,46.Lalitpur,1942.0,3.0,90.0,3
1119,46.Lalitpur,1127.0,2.0,45.0,2
1121,46.Lalitpur,877.0,2.0,29.0,2
1122,46.Lalitpur,1365.0,3.0,52.81,3
1123,46.Lalitpur,842.0,2.0,30.0,2
1124,46.Lalitpur,1260.0,3.0,49.36,3
1125,46.Lalitpur,1365.0,3.0,52.82,3
1126,46.Lalitpur,955.0,2.0,37.97,2
1127,46.Lalitpur,1089.0,2.0,40.0,2
1128,46.Lalitpur,1365.0,3.0,53.96,3
1129,46.Lalitpur Industrial Area,1090.0,2.0,31.48,2
1131,46.Lalitpur Industrial Area,1400.0,2.0,40.44,3
1132,46.Lalitpur Industrial Area,1320.0,2.0,38.13,3
1134,46.Lalitpur Industrial Area,1020.0,2.0,29.45,2
1135,46.Lalitpur Industrial Area,1165.0,2.0,33.64,2
1136,46.Lalitpur Industrial Area,1090.0,2.0,31.48,2
1138,46.Lalitpur Industrial Area,1000.0,2.0,28.88,2
1139,46.Lalitpur Industrial Area,1020.0,2.0,29.45,2
1140,46.Lalitpur Industrial Area,1160.0,2.0,33.51,2
1141,46.Lalitpur Industrial Area,1125.0,2.0,32.49,2
1144,46.Lalitpur Industrial Area,1125.0,2.0,32.49,2
1145,46.Lalitpur Industrial Area,1130.0,2.0,32.64,2
1146,46.Lalitpur Industrial Area,1065.0,2.0,30.75,2
1147,48.Deoriya,1200.0,3.0,125.0,3
1148,48.Deoriya,1632.0,3.0,145.0,4
1149,48.Deoriya,1670.0,3.0,135.0,4
1150,48.Deoriya,1680.0,3.0,135.0,4
1151,48.Deoriya,1632.0,3.0,128.0,4
1152,48.Deoriya,3339.0,3.0,250.0,3
1153,48.Deoriya,1355.0,3.0,135.0,4
1154,48.Deoriya,1232.0,3.0,96.0,3
1155,48.Deoriya,1632.0,3.0,140.0,4
1156,49.Ghazipur,1150.0,2.0,69.0,2
1157,49.Ghazipur,1142.0,2.0,70.0,2
1161,49.Ghazipur,2800.0,4.0,240.0,4
1162,49.Ghazipur,1476.0,3.0,105.0,3
1163,49.Ghazipur,1700.0,4.0,152.0,4
1164,49.Ghazipur,1262.0,2.0,75.0,2
1165,49.Ghazipur,1139.0,2.0,80.0,2
1166,49.Ghazipur,1125.0,2.0,70.0,2
1167,49.Ghazipur,1420.0,3.0,85.0,3
1169,49.Ghazipur,941.0,2.0,48.0,2
1172,49.Ghazipur,1100.0,2.0,55.0,2
1173,49.Ghazipur,2400.0,3.0,140.0,4
1174,49.Ghazipur,1225.0,2.0,66.5,2
1175,49.Ghazipur,1950.0,6.0,175.0,5
1176,49.Ghazipur,1080.0,2.0,50.0,2
1177,49.Ghazipur,1230.0,2.0,55.0,2
1178,49.Ghazipur,1200.0,2.0,75.0,2
1179,49.Ghazipur,1089.0,2.0,49.0,2
1180,49.Ghazipur,1130.0,2.0,56.0,2
1181,49.Ghazipur,1270.0,2.0,95.0,2
1182,49.Ghazipur,1706.0,3.0,115.0,3
1183,49.Ghazipur,1389.0,2.0,94.0,2
1185,49.Ghazipur,1225.0,2.0,72.0,2
1187,49.Ghazipur,1746.0,3.0,115.0,3
1189,49.Ghazipur,1560.0,3.0,149.0,4
1191,49.Ghazipur,1382.0,2.0,84.5,2
1192,49.Ghazipur,1260.0,2.0,70.0,2
1193,49.Ghazipur,1206.0,2.0,90.0,2
1195,49.Ghazipur,1594.0,3.0,140.0,3
1196,5.Aligarh,1073.5,2.0,54.005,2
1197,5.Aligarh,451.0,1.0,29.9,1
1199,5.Aligarh,1062.0,2.0,42.47,2
1201,5.Aligarh,1455.0,3.0,73.31,3
1202,5.Aligarh,871.0,2.0,55.0,2
1203,5.Aligarh,1098.0,2.0,43.91,2
1204,5.Aligarh,1800.0,3.0,80.0,3
1205,5.Aligarh,2700.0,4.0,130.0,4
1206,5.Aligarh,1080.0,2.0,38.0,2
1207,5.Aligarh,1059.0,2.0,34.5,2
1208,5.Aligarh,1080.0,2.0,35.0,2
1210,5.Aligarh,1062.0,2.0,42.47,2
1211,5.Aligarh,500.0,1.0,31.0,1
1212,5.Aligarh,1100.0,2.0,35.0,2
1213,5.Aligarh,2100.0,4.0,92.0,4
1214,5.Aligarh,1035.0,2.0,39.33,2
1215,5.Aligarh,909.0,2.0,40.9,2
1216,5.Aligarh,1431.5,3.0,72.02,3
1217,5.Aligarh,1900.0,4.0,90.0,3
1218,5.Aligarh,500.0,1.0,30.0,1
1219,5.Aligarh,1125.0,2.0,36.94,2
1220,5.Aligarh,1100.0,2.0,35.0,2
1221,5.Aligarh,1089.0,2.0,43.55,2
1223,5.Aligarh,1504.0,2.0,83.0,3
1224,5.Aligarh,2600.0,4.0,115.0,4
1226,5.Aligarh,1089.0,2.0,43.55,2
1228,5.Aligarh,1513.0,2.0,62.0,2
1229,5.Aligarh,1298.0,2.0,59.0,2
1230,5.Aligarh,1006.0,2.0,44.0,2
1231,5.Aligarh,500.0,1.0,33.0,1
1232,5.Aligarh,1160.0,2.0,95.0,2
1233,5.Aligarh,1245.0,2.0,59.0,2
1234,5.Aligarh,1510.0,2.0,80.0,2
1235,5.Aligarh,3300.0,3.0,165.0,3
1236,5.Aligarh,1730.0,5.0,75.0,5
1239,5.Aligarh,1046.0,2.0,48.0,2
1241,5.Aligarh,1408.0,3.0,80.0,3
1243,50.Sultanpur,1153.0,2.0,56.4,2
1244,50.Sultanpur,1162.0,2.0,59.9,2
1245,50.Sultanpur,1991.0,4.0,103.0,3
1246,50.Sultanpur,1153.0,2.0,57.0,2
1247,50.Sultanpur,1162.0,2.0,57.0,2
1248,50.Sultanpur,1139.0,2.0,62.0,2
1249,50.Sultanpur,1139.0,2.0,56.8,2
1250,50.Sultanpur,1139.0,2.0,56.85,2
1253,50.Sultanpur,664.0,1.0,35.0,1
1254,50.Sultanpur,1820.0,3.0,93.0,3
1255,50.Sultanpur,1636.0,3.0,85.0,3
1256,50.Sultanpur,1444.0,2.0,70.0,2
1258,50.Sultanpur,1139.0,2.0,60.0,2
1260,50.Sultanpur,1820.0,3.0,93.0,3
1262,50.Sultanpur,1162.0,2.0,58.0,2
1263,50.Sultanpur,1636.0,3.0,85.0,3
1264,50.Sultanpur,1636.0,3.0,92.0,3
1265,50.Sultanpur,1087.0,2.0,54.3,2
1267,50.Sultanpur,1149.0,2.0,65.0,2
1268,50.Sultanpur,664.0,1.0,35.4,1
1269,50.Sultanpur,1153.0,2.0,56.7,2
1271,50.Sultanpur,1139.0,2.0,56.5,2
1272,50.Sultanpur,1636.0,3.0,83.0,3
1273,50.Sultanpur,664.0,1.0,34.0,1
1275,50.Sultanpur,1162.0,2.0,58.0,2
1276,50.Sultanpur,1153.0,2.0,60.0,2
1277,50.Sultanpur,1820.0,3.0,99.0,3
1278,50.Sultanpur,1172.0,2.0,56.725,2
1281,50.Sultanpur,1820.0,3.0,95.0,3
1283,50.Sultanpur,1820.0,3.0,95.5,3
1284,50.Sultanpur,1153.0,2.0,56.0,2
1285,50.Sultanpur,705.0,1.0,34.545,1
1286,50.Sultanpur,1153.0,2.0,56.5,2
1287,50.Sultanpur,1153.0,2.0,58.0,2
1288,50.Sultanpur,1636.0,3.0,88.0,3
1289,50.Sultanpur,1153.0,2.0,56.55,2
1290,50.Sultanpur,1153.0,2.0,56.5,2
1291,50.Sultanpur,1153.0,2.0,60.0,2
1293,51.Ambedakar Nagar,1120.0,2.0,55.0,2
1294,51.Ambedakar Nagar,1070.0,2.0,55.0,2
1295,51.Ambedakar Nagar,740.0,2.0,37.0,2
1296,51.Ambedakar Nagar,1028.0,2.0,49.0,2
1297,51.Ambedakar Nagar,1392.0,2.0,98.0,2
1298,51.Ambedakar Nagar,1070.0,2.0,47.5,2
1299,51.Ambedakar Nagar,1825.0,3.0,126.0,3
1300,51.Ambedakar Nagar,1025.0,2.0,50.0,2
1302,51.Ambedakar Nagar,1198.0,2.0,60.0,2
1303,51.Ambedakar Nagar,1560.0,2.0,85.0,2
1304,51.Ambedakar Nagar,1590.0,2.0,85.0,3
